226	408
219	448
261	590
263	747
301	756
232	408
224	447
265	591
263	746
301	756
237	409
230	447
266	590
263	747
302	756
242	407
234	447
269	591
263	747
302	756
248	408
240	447
271	592
263	748
301	756
252	406
245	448
273	594
263	747
301	756
256	407
249	447
274	591
264	748
301	756
259	406
254	446
276	591
262	749
302	756
265	406
257	446
276	592
263	746
301	756
268	406
260	448
279	593
262	746
299	756
274	406
265	447
280	592
263	747
299	755
279	407
269	447
282	592
262	748
300	757
283	407
274	448
284	593
263	746
300	756
288	408
277	448
286	592
264	745
301	757
291	407
282	450
288	593
263	747
301	757
297	408.667
286.333	448
288.333	592
264.333	744.667
301.667	756.667
303	409
291	449
292	592
264	746
301	756
309	411
297	450
292	593
265	746
302	757
316	410
304	449
294	591
265	745
301	757
321	412
308	452
298	592
265	743
302	756
328	413
316	451
302	592
264	742
302	758
334	413
322	449
306	592
266	741
301	757
344	413
327	453
310	592
266	742
301	757
348	414
335	452
314	593
266	739
302	757
356	414
341	453
320	591
266	738
303	757
364	413
349	454
325	590
267	737
301	757
373	417
358	452
331	591
268	735
301	757
381	415
367	455
339	590
270	731
301	758
390	418
375	455
347	592
272	730
302	758
399	417
386	455
354	591
274	726
302	756
408	418
392	455
365	591
277	722
302	756
418	419
405	456
376	593
285	717
304	755
425	418
414	456
388	595
289	712
304	752
434	418
423	457
399	597
297	705
307	750
443	421
431	459
415	600
304	698
312	745
451	420
439	459
429	601
317	691
317	739
456	419
447	459
443	603
332	685
325	734
464	418
456	460
458	603
346	681
339	729
469	418
462	458
474	602
359	680
355	728
477	417
471	458
489	602
375	681
376	730
484	414
477	456
504	598
392	684
396	730
490	412
485	455
518	596
406	685
418	734
494	410
491	453
532	593
425	691
442	736
508	409
500	453
545	590
444	698
464	739
513	406
508	449
557	588
463	705
493	742
520	406
517	448
569	586
484	713
516	746
527	405
522	446
581	583
508	719
541	750
533	403
531	443
591	581
529	726
566	752
541	403
538	444
601	581
553	733
591	754
547	403
545	447
608	579
576	740
619	755
555	402
551	445
616	579
602	743
644	756
563	403
558	445
622	580
625	746
668	753
569	403
565	447
630	583
648	747
694	749
577	406
571	448
634	586
670	749
712	745
582	407
579	450
642	585
691	747
734	741
592	408
587	453
647	587
709	747
750	738
600	411
594	451
654	591
723	744
765	729
606	410
602	453
660	591
735	745
776	728
613	413
608	454
669	592
744	744
785	724
623	411
616	455
678	592
748	746
790	731
629	413
625	453
688	593
752	748
794	735
637	414
632	454
694	592
751	751
795	741
644	413
640	455
704	592
754	752
799	743
653	414
648	456
710	592
757	752
802	749
662	413
659	454
717	594
758	753
804	753
670	413
665	455
726	596
760	754
805	757
679	411
677	451
731	593
762	754
806	762
688	409
684	452
737	592
759	753
807	764
696	408
691	450
743	593
760	756
804	763
703	407
701	448
745	594
760	756
806	764
710	405
708	443
749	593
762	756
807	767
719	403
714	444
752	592
761	755
807	764
724	403
719	443
756	591
761	756
808	765
731	402
726	444
759	593
762	755
807	765
737	400
734	440
762	592
761	757
806	764
744	400
739	440
763	593
761	756
807	765
751	400
743	441
765	591
761	756
808	764
750	397
747	442
767	591
762	756
808	765
759	399
752	441
770	592
760	755
808	765
763	399
758	440
772	590
760	756
806	763
769	398
760	441
773	591
761	755
808	764
772	400
766	442
776	593
761	755
807	764
776	400
769	441
776	593
761	755
809	765
782	401
773	442
779	593
761	755
807	764
786	400
778	444
781	592
761	754
806	765
791	400
784	443
783	592
762	754
808	764
796	402
790	443
787	592
762	755
807	766
802	400
792	445
787	594
762	756
809	767
810	402
798	444
790	592
761	756
808	766
815	402
804	445
791	592
761	754
808	767
820	404
812	444
797	594
760	754
807	765
828	405
817	445
800	593
764	754
809	768
836	405
822	445
803	593
760	755
806	765
841	407
830	445
806	593
763	753
806	765
848	405
835	445
811	594
761	753
807	767
857	408
844	448
816	592
763	751
808	765
863	406
851	447
823	591
764	751
807	766
871	407
860	448
826	591
766	750
807	766
881	409
865	447
836	593
765	748
806	765
887	410
872	449
841	590
765	748
808	766
896	410
883	446
848	593
767	743
809	766
907	409
894	451
858	592
769	739
808	766
916	407
901	450
868	593
772	735
809	766
925	409
910	450
879	595
777	734
810	767
936	409
921	448
890	596
782	724
811	768
942	410
933	451
905	596
790	718
812	765
952	410
942	451
920	599
797	713
815	759
961	409
950	451
934	601
814	706
821	756
968	410
959	453
954	601
825	699
828	749
976	410
967	452
969	602
839	693
838	746
985	411
976	455
987	601
852	692
855	742
992	408
983	452
1002	600
871	691
877	743
995	409
991	451
1017	599
892	693
897	743
1005	405
1001	450
1033	596
907	695
925	744
1013	403
1010	447
1048	596
927	699
950	747
1017	401
1016	446
1063	590
948	706
977	752
1027	395
1025	444
1073	588
971	714
1004	755
1039	400
1031	443
1088	586
990	719
1031	756
1046	397
1044	439
1100	583
1015	727
1056	755
1053	396
1052	438
1112	581
1039	736
1081	758
1062	395
1060	441
1119	579
1065	741
1108	760
1068	395
1067	438
1127	578
1091	746
1138	760
1077	395
1075	439
1137	578
1113	752
1163	763
1086	395
1082	437
1145	580
1140	754
1193	763
1093	395
1089	441
1153	581
1164	754
1217	758
1101	400
1099	440
1160	585
1186	756
1236	757
1108	400
1106	441
1166	587
1208	755
1263	752
1117	402
1113	445
1172	590
1231	754
1283	748
1125	403
1120	447
1180	590
1246	751
1295	745
1131	404
1128	447
1185	590
1261	751
1310	738
1141	406
1136	450
1195	593
1271	750
1320	736
1148	406
1144	452
1202	595
1278	752
1326	734
1155	406
1154	452
1211	596
1284	751
1331	742
1165	406
1162	450
1220	595
1286	757
1335	741
1172	410
1170	452
1229	595
1286	758
1335	746
1184	410
1181	455
1239	597
1288	756
1339	748
1193	413
1190	453
1245	595
1291	759
1342	754
1203	409
1200	454
1252	596
1295	761
1343	757
1211	408
1211	452
1263	596
1293	761
1344	762
1220	407
1218	451
1270	596
1293	762
1346	767
1229	407
1229	448
1276	595
1296	762
1347	767
1238.667	405.333
1236	448
1285.333	594.667
1296	758.667
1346.667	769.333
1248	403
1247	448
1292	596
1296	761
1347	768
1255	402
1256	446
1295	595
1297	761
1350	769
1264	403
1261	445
1301	595
1297	760
1348	769
1271	401
1270	445
1304	594
1295	761
1349	770
1277	400
1276	444
1308	594
1296	761
1349	769
1285	400
1285	442
1312	594
1297	761
1349	770
1294	402
1287	440
1314	594
1296	762
1350	772
1297	398
1296	440
1318	595
1295	761
1348	769
1304	398
1301	440
1320	593
1296	763
1348	769
1309	397
1306	441
1321	594
1295	760
1348	771
1316	398
1314	441
1324	595
1296	761
1346	770
1321	398
1320	441
1328	596
1296	759
1349	770
1327	398
1322	443
1327	595
1297	761
1348	769
1333	398
1329	441
1330	596
1297	761
1347	771
1339	398
1336	439
1333	594
1296	762
1349	771
1344	399
1340	442
1335	596
1297	761
1348	771
1350	399
1346	442
1338	593
1296	761
1347	772
1357	400
1351	442
1340	595
1297	760
1349	771
1364	399
1357	442
1343	594
1297	759
1348	770
1370	401
1364	445
1345	594
1298	758
1348	770
1378	401
1370	443
1349	595
1297	759
1348	771
1384	402
1376	442
1351	594
1297	761
1348	771
1392	401
1383	444
1355	595
1298	758
1348	771
1398	404
1390	446
1359	595
1298	759
1349	771
1406	406
1397	443
1363	595
1297	756
1348	771
1414	405
1403	446
1369	594
1299	757
1349	770
1420	407
1411	448
1374	596
1300	757
1348	772
1429	407
1419	449
1379	596
1300	752
1348	771
1436	409
1425	448
1387	596
1301	752
1350	771
1445	408
1434	449
1393	597
1303	749
1349	772
1453	410
1442	449
1399	595
1303	747
1348	770
1462	410
1451	448
1407	596
1305	744
1350	770
1470	412
1460	451
1416	596
1310	739
1352	771
1478	411
1470	450
1425	597
1314	737
1352	770
1488	412
1477	451
1436	598
1317	729
1352	768
1496	413
1486	453
1448	598
1323	724
1353	765
1504	414
1494	454
1461	603
1330	718
1355	764
1512	413
1503	452
1476	604
1339	714
1357	758
1519	415
1510	455
1490	603
1348	703
1363	753
1525	413
1516	459
1506	606
1362	698
1368	750
1533	413
1523	457
1519	604
1375	696
1377	745
1535	411
1530	456
1534	606
1390	693
1395	744
1545	411
1536	457
1548	604
1405	693
1415	743
1549	410
1542	455
1563	602
1422	693
1437	745
1556	409
1550	455
1574	602
1439	697
1458	746
1562	406
1557	452
1588	599
1455	701
1482	750
1570	403
1565	449
1600	597
1474	707
1505	751
1576	402
1572	448
1613	594
1493	715
1530	754
1583	397
1581	444
1623	591
1511	719
1557	757
1590	393
1588	443
1633	588
1535	729
1579	759
1599	401
1594	443
1645	585
1557	733
1605	759
1608	396
1602	437
1651	585
1577	740
1629	761
1611	397
1611	439
1659	584
1601	744
1656	763
1618	395
1618	440
1670	583
1625	750
1677	764
1624	395
1624	440
1674	582
1648	752
1704	763
1631	396
1630	439
1681	583
1671	755
1724	761
1638	398
1638	444
1690	583
1690	755
1747	759
1644	397
1645.333	442.333
1696	586.333
1710.667	755.667
1765.333	759.667
1651	400
1652	443
1700	586
1732	753
1788	756
1659	401
1660	445
1710	589
1748	751
1807	752
1666	404
1667	443
1716	588
1766	750
1823	748
1676	403
1672	449
1722	590
1782	748
1837	742
1682	403
1681	448
1728	592
1795	748
1846	737
1690	406
1690	450
1739	595
1803	749
1858	737
1700	408
1698	449
1746	595
1811	750
1864	736
1707	407
1708	454
1758	593
1813	750
1869	740
1715	409
1715	454
1767	594
1817	751
1873	745
1726	409
1727	455
1779	593
1820	753
1875	750
1735	408
1735	453
1785	595
1823	756
1879	755
1744	409
1747	453
1795	594
1824	754
1880	760
1754	408
1756	453
1805	597
1827	757
1880	764
1763	409
1764	453
1814	593
1826	755
1881	766
1772	406
1774	449
1824	593
1825	757
1880	764
1780	405
1782	447
1831	592
1826	756
1881	765
1789	402
1790	446
1834	591
1827	757
1880	764
1797	401
1798	443
1839	592
1826	754
1878	764
1804	402
1804	446
1843	591
1826	757
1882	764
1810	400
1813	444
1845	591
1825	756
1879	765
1817	397
1817	442
1849	591
1825	754
1881	765
1823	397
1824	441
1852	592
1826	757
1882	766
1830	397
1831	443
1854	591
1825	756
1882	765
1835	395
1834	440
1858	590
1826	755
1882	767
1840	397
1841	442
1856	592
1827	755
1880	766
1841.333	391.667
1841.333	443.667
1860	591.667
1825.333	754.333
1881.333	765
